ID	COGID	CONCEPT	CONCEPTINSOURCE	DOCULECT	FORM	NOTE	PROTOSET	TOKENS	VALUE	SOURCE	ALIGNMENT	STRUCTURE	COGIDS
3285	371	*iguana	iguana,pení	Tacana	piðuðu	None	351	p   i   ð   u   ð   u	pidhudhu		p   i   ð   u   ð   u	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	371
2315	13	*imperative suffix	imperative suffix	Cavinena	kʷe	None	240	k ʷ   e	-kwe		k ʷ   e	C 0 0 0 V	13
2316	13	*imperative suffix	imperative suffix	EseEjja	kʷe	None	240	k ʷ   e	-kwe		k ʷ   e	C 0 0 0 V	13
2314	13	*imperative suffix	imperative suffix	Guariza	he	e.g., < tia-ge >	240	h   e	-he		h   e	C 0 0 V	13
2312	13	*imperative suffix	imperative suffix	ProtoTakana	kʷe	None	240	k ʷ   e	-kwe		k ʷ   e	C 0 0 0 V	13
2313	13	*imperative suffix	imperative suffix	Tacana	ke	None	240	k   e	-ke		k   e	C 0 0 V	13
139	56	*interrogación	avec qui?	Araona	aj	None	3	a     j	aydeni-ñae		a   -   j	V 0 0 0 0 C	56
140	56	*interrogación	donde	Cavinena	ai	None	3	a     i	aiho		a   -   i	V 0 0 0 0 V	56
157	56	*interrogación	espera!	EseEjja	aʔe	None	3	a   ʔ   e	aʔeso		a   ʔ   e	V 0 0 C 0 0 V	56
160	56	*interrogación	que es esto?	Huarayo	ahi	None	3	a   h   i	ahia		a   h   i	V 0 0 C 0 0 V	56
135	56	*interrogación	interrogación	ProtoTakana	aʔi	None	3	a   ʔ   i	aʔi...		a   ʔ   i	V 0 0 C 0 0 V	56
136	56	*interrogación	cosas	Tacana	ai	None	3	a     i	aikisa-kwana		a   -   i	V 0 0 0 0 V	56
2169	254	*ir	run	Arasa	ka	None	227	k   a	ekuahi-kuahi		k   a	C 0 0 V	254
2162	254	*ir	ir	Cavinena	kʷa	None	227	k ʷ   a	kwa-		k ʷ   a	C 0 0 0 V	254
2164	254	*ir	vamos	EseEjja	kʷa	None	227	k ʷ   a	kwaʔa		k ʷ   a	C 0 0 0 V	254
2168	254	*ir	vamos	Huarayo	kʷa	None	227	k ʷ   a	kwaʔa		k ʷ   a	C 0 0 0 V	254
2158	254	*ir	ir	ProtoTakana	kʷa	None	227	k ʷ   a	kwa-		k ʷ   a	C 0 0 0 V	254
2159	254	*ir	volar	Tacana	kʷa	None	227	k ʷ   a	kwa-beca-		k ʷ   a	C 0 0 0 V	254
4644	498	*isla	island	Maropa	sapupu	None	492	s   a   p   u   p   u	ischápupu	Armentia1887	s   a   p   u   p   u	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	498
4641	498	*isla	isla	ProtoTakana	zapupu	None	492	z   a   p   u   p   u	zapupu		z   a   p   u   p   u	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	498
4643	498	*isla	island	Reyesano	sapopo	None	492	s   a   p   o   p   o	sapopo		s   a   p   o   p   o	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	498
4642	498	*isla	isla	Tacana	ðapupu	None	492	ð   a   p   u   p   u	e-dhapupu		ð   a   p   u   p   u	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	498
4777	983	*izquierdo,zurdo	izquierdo,zurdo	Cavinena	hani	None	182	h   a   n   i	hani		h   a   n   i	C 0 0 V 0 0 C 0 0 V	983
4780	983	*izquierdo,zurdo	right side	Chama	ʃani	None	182	ʃ   a   n   i	šani		ʃ   a   n   i	C 0 0 V 0 0 C 0 0 V	983
4778	983	*izquierdo,zurdo	izquierdo	EseEjja	ʃani	None	182	ʃ   a   n   i	šani		ʃ   a   n   i	C 0 0 V 0 0 C 0 0 V	983
4779	983	*izquierdo,zurdo	izquierdo	Huarayo	ʃani	None	182	ʃ   a   n   i	šani		ʃ   a   n   i	C 0 0 V 0 0 C 0 0 V	983
4775	983	*izquierdo,zurdo	izquierdo,zurdo	ProtoTakana	ʃani	None	182	ʃ   a   n   i	jani		ʃ   a   n   i	C 0 0 V 0 0 C 0 0 V	983
4776	983	*izquierdo,zurdo	a la izquierdo,zurdo	Tacana	ɽani	None	182	ɽ   a   n   i	řani-bai		ɽ   a   n   i	C 0 0 V 0 0 C 0 0 V	983
3844	422	*jacuú	jacuhú,pan,yuca	Cavinena	temi	None	415	t   e   m   i	e-temi-ki		t   e   m   i	C 0 0 V 0 0 C 0 0 V	422
3841	422	*jacuú	jacuú	ProtoTakana	temi	None	415	t   e   m   i	temi-		t   e   m   i	C 0 0 V 0 0 C 0 0 V	422
3842	422	*jacuú	come con jacuú	Tacana	temi	None	415	t   e   m   i	temi-ke		t   e   m   i	C 0 0 V 0 0 C 0 0 V	422
1817	206	*japutamu	japutamu (insecto)	Cavinena	iɲakʷa	None	167	i   ɲ   a   k ʷ   a	iñakwa		i   ɲ   a   k ʷ   a	V 0 0 C 0 0 V 0 0 C 0 0 0 V	206
1815	206	*japutamu	japutamu	ProtoTakana	inakʷa	None	167	i   n   a   k ʷ   a	in(i)akwa		i   n   a   k ʷ   a	V 0 0 C 0 0 V 0 0 C 0 0 0 V	206
1816	206	*japutamu	japutamu	Tacana	inakʷa	None	167	i   n   a   k ʷ   a	inakwa		i   n   a   k ʷ   a	V 0 0 C 0 0 V 0 0 C 0 0 0 V	206
643	81	*jausi,lagartija	jausi	Cavinena	banakʷa	None	47	b   a   n   a   k ʷ   a	banakwa		b   a   n   a   k ʷ   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 0 V	81
645	81	*jausi,lagartija	jausi	EseEjja	banakʷa	None	47	b   a   n   a   k ʷ   a	ša-banakwa		b   a   n   a   k ʷ   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 0 V	81
646	81	*jausi,lagartija	lagartija	Huarayo	banakʷa	None	47	b   a   n   a   k ʷ   a	ša-banakwa		b   a   n   a   k ʷ   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 0 V	81
641	81	*jausi,lagartija	jausi,lagartija	ProtoTakana	banakʷa	see also *bakwa1	47	b   a   n   a   k ʷ   a	banakwa		b   a   n   a   k ʷ   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 0 V	81
642	81	*jausi,lagartija	jausi,lagartija	Tacana	banakʷa	None	47	b   a   n   a   k ʷ   a	banakwa		b   a   n   a   k ʷ   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 0 V	81
2277	258	*jefe,juez	juez	Cavinena	kʷari	None	235	k ʷ   a   r   i	e-kwari		k ʷ   a   r   i	C 0 0 0 V 0 0 C 0 0 V	258
2275	258	*jefe,juez	jefe,juez	ProtoTakana	kʷari	None	235	k ʷ   a   r   i	kwari		k ʷ   a   r   i	C 0 0 0 V 0 0 C 0 0 V	258
2276	258	*jefe,juez	jefe,señor	Tacana	kʷai	Concept 'señor' taken from Armentia	235	k ʷ   a     i	e-kwai		k ʷ   a   -   i	C 0 0 0 V 0 0 0 0 V	258
2477	282	*jochi colorado	jochi colorado	Cavinena	mada	None	260	m   a   d   a	mada		m   a   d   a	C 0 0 V 0 0 C 0 0 V	282
2475	282	*jochi colorado	jochi colorado	ProtoTakana	mada	None	260	m   a   d   a	mada		m   a   d   a	C 0 0 V 0 0 C 0 0 V	282
2476	282	*jochi colorado	jochi colorado	Tacana	mada	None	260	m   a   d   a	mada		m   a   d   a	C 0 0 V 0 0 C 0 0 V	282
596	75	*jochi pintado	jochi pintado (aguti)	Cavinena	bakahome	None	42	b   a   k   a   h   o   m   e	bakahome		b   a   k   a   h   o   m   e	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	75
594	75	*jochi pintado	jochi pintado	ProtoTakana	bakasume	None	42	b   a   k   a   s   u   m   e	bakasume		b   a   k   a   s   u   m   e	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	75
595	75	*jochi pintado	jochi pintado	Tacana	basume	None	42	b   a       s   u   m   e	basume		b   a   -   -   s   u   m   e	C 0 0 V 0 0 0 0 0 0 C 0 0 V 0 0 C 0 0 V	75
3447	513	*juntar,amontonar,acarrear	juntar,amontonar,acarrear	Cavinena	rada	None	365	r   a   d   a	rada-		r   a   d   a	C 0 0 V 0 0 C 0 0 V	513
3439	513	*juntar,amontonar,acarrear	juntar,amontonar,acarrear	ProtoTakana	ɽada	None	365	ɽ   a   d   a	řada		ɽ   a   d   a	C 0 0 V 0 0 C 0 0 V	513
3440	513	*juntar,amontonar,acarrear	división de casa,ropa interior de mujer	Tacana	rada	None	365	r   a   d   a	e-rada-i		r   a   d   a	C 0 0 V 0 0 C 0 0 V	513
3727	406	*juntos,ambos	ambos,ellos dos	Cavinena	tatse	None	399	t   a   t s   e	tace		t   a   t s   e	C 0 0 V 0 0 C C 0 0 V	406
3724	406	*juntos,ambos	juntos,ambos	ProtoTakana	taʈʂe	None	399	t   a   ʈ ʂ   e	tac̣e		t   a   ʈ ʂ   e	C 0 0 V 0 0 C C 0 0 V	406
3725	406	*juntos,ambos	juntos	Tacana	taʈʂe	None	399	t   a   ʈ ʂ   e	tace	Armentia1887	t   a   ʈ ʂ   e	C 0 0 V 0 0 C C 0 0 V	406
2600	301	*lagarto,caiman	caiman	Cavinena	matoha	None	279	m   a   t   o   h   a	matoha		m   a   t   o   h   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	301
2598	301	*lagarto,caiman	lagarto,caiman	ProtoTakana	matusa	None	279	m   a   t   u   s   a	matusa		m   a   t   u   s   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	301
2599	301	*lagarto,caiman	lagarto	Tacana	matusa	None	279	m   a   t   u   s   a	matusa		m   a   t   u   s   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	301
424	72	*lago	lago	Cavinena	bei	None	28	b   e   i	bei		b   e   i	C 0 0 V 0 0 V	72
425	72	*lago	lago	EseEjja	bai	None	28	b   a   i	bai		b   a   i	C 0 0 V 0 0 V	72
426	72	*lago	lago	Huarayo	bai	None	28	b   a   i	bai		b   a   i	C 0 0 V 0 0 V	72
423	72	*lago	lake	Maropa	bai	None	28	b   a   i	bai	Heath1883	b   a   i	C 0 0 V 0 0 V	72
419	72	*lago	lago	ProtoTakana	bai	*ba2+i?	28	b   a   i	bai		b   a   i	C 0 0 V 0 0 V	72
422	72	*lago	lake	Reyesano	m.bai	None	28	m . b   a   i	mbai		m . b   a   i	C 0 C 0 0 V 0 0 V	72
420	72	*lago	lago	Tacana	bai	None	28	b   a   i	bai		b   a   i	C 0 0 V 0 0 V	72
1194	148	*lamer	disgusto	Cavinena	tseu	None	106	t s   e   u	ceu-ma	Armentia1887	t s   e   u	C C 0 0 V 0 0 V	148
1195	148	*lamer	planchar	EseEjja	seo	None	106	s   e   o	kwea-seyo-		s   e   o	C 0 0 V 0 0 V	148
1189	148	*lamer	lamer	ProtoTakana	ʈʂeu	None	106	ʈ ʂ   e   u	c̣eu		ʈ ʂ   e   u	C C 0 0 V 0 0 V	148
1190	148	*lamer	lamer	Tacana	ʈʂeu	None	106	ʈ ʂ   e   u	ceu-		ʈ ʂ   e   u	C C 0 0 V 0 0 V	148
514	84	*largo	estatura	Cavinena	baru	None	31	b   a   r   u	baru	Armentia1887	b   a   r   u	C 0 0 V 0 0 C 0 0 V	84
508	84	*largo	largo	ProtoTakana	baru	None	31	b   a   r   u          	baru		b   a   r   u   -   -   -   -   -	C 0 0 V 0 0 C 0 0 V 0 0 0 0 0 0 0 0 0 0	84
511	84	*largo	tall	Reyesano	m.bao	None	31	m . b   a     o	mbao-me		m . b   a   -   o	C 0 C 0 0 V 0 0 0 0 V	84
509	84	*largo	largo	Tacana	bau	None	31	b   a     u	bau-da		b   a   -   u	C 0 0 V 0 0 0 0 V	84
4822	993	*largo	largo	Cavinena	hono	None	196	h   o   n   o	hono-da		h   o   n   o	C 0 0 V 0 0 C 0 0 V	993
4823	993	*largo	despacio	EseEjja	ʃono	None	196	ʃ   o   n   o	kea-šono		ʃ   o   n   o	C 0 0 V 0 0 C 0 0 V	993
4812	993	*largo	largo	ProtoTakana	ʃunu	None	196	ʃ   u   n   u	junu		ʃ   u   n   u	C 0 0 V 0 0 C 0 0 V	993
4774	982	*lavar	lavarse	EseEjja	ʃakʷa	None	181	ʃ   a   k ʷ   a	šakwa-		ʃ   a   k ʷ   a	C 0 0 V 0 0 C 0 0 0 V	982
4772	982	*lavar	lavar	ProtoTakana	ʃakʷa	None	181	ʃ   a   k ʷ   a	jakwa		ʃ   a   k ʷ   a	C 0 0 V 0 0 C 0 0 0 V	982
4773	982	*lavar	lavar	Tacana	ɽakʷa	<dˈacuadˈdacua> taken from Armentia	181	ɽ   a   k ʷ   a	řakwa-řakwa-		ɽ   a   k ʷ   a	C 0 0 V 0 0 C 0 0 0 V	982
252	37	*lengua	Zunge	Arasa	ana	None	12	a   n   a	eána	Nordenskiöld1905	a   n   a	V 0 0 C 0 0 V	37
236	37	*lengua	lengua	Cavinena	ana	None	12	a   n   a	y-ana		a   n   a	V 0 0 C 0 0 V	37
249	37	*lengua	tongue	EseEjja	ana	None	12	a   n   a	eyana		a   n   a	V 0 0 C 0 0 V	37
250	37	*lengua	lengua	Huarayo	ana	None	12	a   n   a	y-ana~e-ana		a   n   a	V 0 0 C 0 0 V	37
239	37	*lengua	tongue	Maropa	ana	None	12	a   n   a	éana	Heath1883	a   n   a	V 0 0 C 0 0 V	37
235	37	*lengua	lengua	ProtoTakana	ana	None	12	a   n   a	ana		a   n   a	V 0 0 C 0 0 V	37
238	37	*lengua	tongue	Reyesano	ana	None	12	a   n   a	y-ana		a   n   a	V 0 0 C 0 0 V	37
240	37	*lengua	lingua	Sapibokona	ana	None	12	a   n   a	eana		a   n   a	V 0 0 C 0 0 V	37
251	37	*lengua	tongue	Tiatinahua	ana	None	12	a   n   a	yana	Fast	a   n   a	V 0 0 C 0 0 V	37
2209	260	*leña	fuego	Araona	kʷati	None	229	k ʷ   a   t   i	cuati ibueda		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2222	260	*leña	fire	Arasa	kʷati	None	229	k ʷ   a   t   i	kuáti		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2213	260	*leña	leña	Cavinena	kʷati	None	229	k ʷ   a   t   i	kwati		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2221	260	*leña	kindling wood	Chama	kʷaki	None	229	k ʷ   a   k   i	kwáki		k ʷ   a   k   i	C 0 0 0 V 0 0 C 0 0 V	260
2214	260	*leña	fuego,leña	EseEjja	kʷaki	None	229	k ʷ   a   k   i	kwaki		k ʷ   a   k   i	C 0 0 0 V 0 0 C 0 0 V	260
2219	260	*leña	fuego,tizón,leña	Huarayo	kʷati	None	229	k ʷ   a   t   i	kwati		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2211	260	*leña	fire	Mabenaro	kʷati	None	229	k ʷ   a   t   i	kwathi		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2205	260	*leña	fire	Maropa	kʷati	None	229	k ʷ   a   t   i	cuati	Cardús1886	k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2195	260	*leña	leña	ProtoTakana	kʷati	None	229	k ʷ   a   t   i	kwati		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2204	260	*leña	firewood	Reyesano	kʷati	None	229	k ʷ   a   t   i	kwati		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2208	260	*leña	fuoco	Sapibokona	kʷati	None	229	k ʷ   a   t   i	cuáti		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
2196	260	*leña	leña	Tacana	kʷati	None	229	k ʷ   a   t   i	kwati		k ʷ   a   t   i	C 0 0 0 V 0 0 C 0 0 V	260
3256	367	*ligoso	ligoso	Cavinena	pidi	None	347	p   i   d   i	pidi-da-ke		p   i   d   i	C 0 0 V 0 0 C 0 0 V	367
3254	367	*ligoso	ligoso	ProtoTakana	pidi	None	347	p   i   d   i	pidi		p   i   d   i	C 0 0 V 0 0 C 0 0 V	367
3255	367	*ligoso	ligoso,hablando de cosas de comer	Tacana	pidi	None	347	p   i   d   i	pidi-da	Armentia1887	p   i   d   i	C 0 0 V 0 0 C 0 0 V	367
1842	211	*llamar	llamar	Cavinena	iwara	None	173	i   w   a   r   a	iwara-		i   w   a   r   a	V 0 0 C 0 0 V 0 0 C 0 0 V	211
1843	211	*llamar	llamar	EseEjja	ija	palatalization of *-w-?	173	i   j   a    	íya-		i   j   a   -   -	V 0 0 C 0 0 V 0 0 0 0	211
1840	211	*llamar	llamar	ProtoTakana	iwara	None	173	i   w   a   r   a	iwara		i   w   a   r   a	V 0 0 C 0 0 V 0 0 C 0 0 V	211
1841	211	*llamar	llamar	Tacana	iwa	None	173	i   w   a    	iwa-		i   w   a   -   -	V 0 0 C 0 0 V 0 0 0 0	211
3634	393	*llenar,llenarse	llenar	Cavinena	heke	None	387	h   e   k   e	heke-		h   e   k   e	C 0 0 V 0 0 C 0 0 V	393
3633	393	*llenar,llenarse	full of grace	Guariza	ʈʂege	None	387	ʈ ʂ   e   g   e	gracia c̹egeagigi		ʈ ʂ   e   g   e	C C 0 0 V 0 0 C 0 0 V	393
3627	393	*llenar,llenarse	llenar,llenarse	ProtoTakana	seke	None	387	s   e   k   e	seke		s   e   k   e	C 0 0 V 0 0 C 0 0 V	393
3628	393	*llenar,llenarse	llenarse	Tacana	sehe	None	387	s   e   h   e	sehe-		s   e   h   e	C 0 0 V 0 0 C 0 0 V	393
1584	189	*llevar	aparecer	Cavinena	duh	None	147	d   u   h	ka-duhu-neti	Armentia1887	d   u   h	C 0 0 V 0 0 C	189
1585	189	*llevar	llevar	EseEjja	doh	None	147	d   o   h	doho-		d   o   h	C 0 0 V 0 0 C	189
1580	189	*llevar	llevar	ProtoTakana	dus	None	147	d   u   s	dus...		d   u   s	C 0 0 V 0 0 C	189
1581	189	*llevar	llevar	Tacana	dus	None	147	d   u   s	dusu-		d   u   s	C 0 0 V 0 0 C	189
2557	295	*llevar,cargar,abrazar	llevar,cargar	Cavinena	mapa	None	273	m   a   p   a	mapa-		m   a   p   a	C 0 0 V 0 0 C 0 0 V	295
2559	295	*llevar,cargar,abrazar	abrazar	EseEjja	mapa	None	273	m   a   p   a	mapa-		m   a   p   a	C 0 0 V 0 0 C 0 0 V	295
2560	295	*llevar,cargar,abrazar	abrazar	Huarayo	mapa	None	273	m   a   p   a	mapa-		m   a   p   a	C 0 0 V 0 0 C 0 0 V	295
2555	295	*llevar,cargar,abrazar	llevar,cargar,abrazar	ProtoTakana	mapa	None	273	m   a   p   a	mapa-		m   a   p   a	C 0 0 V 0 0 C 0 0 V	295
2556	295	*llevar,cargar,abrazar	baby sitter	Tacana	mapa	None	273	m   a   p   a	y-anana mapa-(h)i		m   a   p   a	C 0 0 V 0 0 C 0 0 V	295
2846	326	*lluvia,aguacero	lluvia	Cavinena	nei	None	305	n   e   i	nei,neʔi		n   e   i	C 0 0 V 0 0 V	326
2844	326	*lluvia,aguacero	rain	Maropa	nai	None	305	n   a   i	nai	Cardús1886 Heath1883	n   a   i	C 0 0 V 0 0 V	326
2840	326	*lluvia,aguacero	lluvia,aguacero	ProtoTakana	nai	None	305	n   a   i	na(ʔ)i		n   a   i	C 0 0 V 0 0 V	326
2843	326	*lluvia,aguacero	rain	Reyesano	nai	None	305	n   a   i	nai		n   a   i	C 0 0 V 0 0 V	326
2845	326	*lluvia,aguacero	pioggia	Sapibokona	nai	None	305	n   a   i	nai		n   a   i	C 0 0 V 0 0 V	326
2841	326	*lluvia,aguacero	lluvia,aguacero	Tacana	nai	None	305	n   a   i	nai		n   a   i	C 0 0 V 0 0 V	326
3683	23	*locative suffix	locative suffix	Cavinena	ho	None	395	h   o	-ho		h   o	C 0 0 V	23
3684	23	*locative suffix	locative suffix	EseEjja	ho	None	395	h   o	-ho		h   o	C 0 0 V	23
3682	23	*locative suffix	locative suffix	Guariza	su	None	395	s   u	<-zu>		s   u	C 0 0 V	23
3679	23	*locative suffix	locative suffix	ProtoTakana	su	None	395	s   u	-su		s   u	C 0 0 V	23
3681	23	*locative suffix	locative suffix	Reyesano	ðo	None	395	ð   o	-dho		ð   o	C 0 0 V	23
3680	23	*locative suffix	locative suffix	Tacana	so	None	395	s   o	-so		s   o	C 0 0 V	23
4142	446	*lombriz	lombriz,gusano	Cavinena	tono	None	439	t   o   n   o	tʲono		t   o   n   o	C 0 0 V 0 0 C 0 0 V	446
4144	446	*lombriz	lombrices	EseEjja	kono	None	439	k   o   n   o	kono		k   o   n   o	C 0 0 V 0 0 C 0 0 V	446
4139	446	*lombriz	lombriz	ProtoTakana	tunu	None	439	t   u   n   u	tunu		t   u   n   u	C 0 0 V 0 0 C 0 0 V	446
4141	446	*lombriz	worm	Reyesano	tono	None	439	t   o   n   o	se-tono		t   o   n   o	C 0 0 V 0 0 C 0 0 V	446
4140	446	*lombriz	lombriz	Tacana	tunu	None	439	t   u   n   u	tunu		t   u   n   u	C 0 0 V 0 0 C 0 0 V	446
2143	251	*loro	loro	Cavinena	korakʷa	None	224	k   o   r   a   k ʷ   a	korakwa		k   o   r   a   k ʷ   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 0 V	251
2140	251	*loro	loro	ProtoTakana	kuɽakʷa	None	224	k   u   ɽ   a   k ʷ   a	kuřakwa		k   u   ɽ   a   k ʷ   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 0 V	251
2141	251	*loro	loro	Tacana	hurakʷa	None	224	h   u   r   a   k ʷ   a	hurakwa		h   u   r   a   k ʷ   a	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 0 V	251
4091	441	*loro (chico)	loro (chico)	Cavinena	ti	None	435	t     i	tʲoʔi		t   -   i	C 0 0 0 0 V	441
4089	441	*loro (chico)	loro (chico)	ProtoTakana	tui	None	435	t   u   i	tu(ʔ)i		t   u   i	C 0 0 V 0 0 V	441
4090	441	*loro (chico)	especie de loro chico	Tacana	tui	None	435	t   u   i	tui		t   u   i	C 0 0 V 0 0 V	441
555	70	*luna	moon	Araona	badi	None	37	b   a   d   i	badi		b   a   d   i	C 0 0 V 0 0 C 0 0 V	70
556	70	*luna	luna,mes	Cavinena	badi	None	37	b   a   d   i	badi		b   a   d   i	C 0 0 V 0 0 C 0 0 V	70
559	70	*luna	moon	Chama	mai	None	37	m   a     i	/mái/		m   a   -   i	C 0 0 V 0 0 0 0 V	70
558	70	*luna	luna,mes	EseEjja	baʔi	None	37	b   a   ʔ   i	baʔi		b   a   ʔ   i	C 0 0 V 0 0 C 0 0 V	70
552	70	*luna	moon	Maropa	bari	/bansri/ taken from Cardús, /bantrí/ taken from Heath	37	b   a   r   i	bansri,bantrí	Cardús1886 Heath1883	b   a   r   i	C 0 0 V 0 0 C 0 0 V	70
548	70	*luna	luna	ProtoTakana	badi	*ba5+di?	37	b   a   d   i	badi		b   a   d   i	C 0 0 V 0 0 C 0 0 V	70
551	70	*luna	moon	Reyesano	m.badʐi	None	37	m . b   a   d ʐ   i	mbandzi		m . b   a   d ʐ   i	C 0 C 0 0 V 0 0 C C 0 0 V	70
553	70	*luna	moon	Sapibokona	bari	None	37	b   a   r   i	bari		b   a   r   i	C 0 0 V 0 0 C 0 0 V	70
549	70	*luna	luna	Tacana	badi	None	37	b   a   d   i	badi		b   a   d   i	C 0 0 V 0 0 C 0 0 V	70
4211	453	*luz	today	Araona	ue	None	444	u   e	uetseñe		u   e	V 0 0 V	453
4215	453	*luz	alba	Cavinena	u	None	444	u  	u-da-u-da	Armentia1887	u   -	V 0 0	453
4226	453	*luz	limpiar	EseEjja	we	None	444	w   e	we-ha-		w   e	C 0 0 V	453
4204	453	*luz	luz	ProtoTakana	ue	None	444	u   e	ue-		u   e	V 0 0 V	453
4205	453	*luz	luz	Tacana	βe	None	444	β   e	weda		β   e	C 0 0 V	453
2177	254	*madre	mother	Guariza	kʷa	None	228	k ʷ   a	equay,cua		k ʷ   a	C 0 0 0 V	254
2175	254	*madre	my mother	Maropa	ka	None	228	k   a	kikua	Heath1883	k   a	C 0 0 V	254
2174	254	*madre	madre	Reyesano	ko	?kẃaʔa	228	k   o	-koʔa		k   o	C 0 0 V	254
2178	254	*madre	madre	Sapibokona	ka	None	228	k   a	cùa		k   a	C 0 0 V	254
2924	328	*madre	hermana	Cavinena	na	None	308	n   a	e-na-hi-ke		n   a	C 0 0 V	328
2928	328	*madre	mother	Chama	na	None	308	n   a	nái		n   a	C 0 0 V	328
2926	328	*madre	madre	EseEjja	na	None	308	n   a	nae		n   a	C 0 0 V	328
2927	328	*madre	madre	Huarayo	na	None	308	n   a	nai		n   a	C 0 0 V	328
2923	328	*madre	madre	ProtoTakana	na	None	308	n   a	na-		n   a	C 0 0 V	328
2525	292	*madre,mamá	madre,mamá	Cavinena	mama	None	269	m   a   m   a	mama		m   a   m   a	C 0 0 V 0 0 C 0 0 V	292
2523	292	*madre,mamá	madre,mamá	ProtoTakana	mama	None	269	m   a   m   a	mama		m   a   m   a	C 0 0 V 0 0 C 0 0 V	292
2524	292	*madre,mamá	madre,mamá	Tacana	mama	None	269	m   a   m   a	mama		m   a   m   a	C 0 0 V 0 0 C 0 0 V	292
3603	389	*madurar,amarillo	amarillo,bayo	Cavinena	hawa	None	384	h   a   w   a	hawa-da		h   a   w   a	C 0 0 V 0 0 C 0 0 V	389
3610	389	*madurar,amarillo	madurar	EseEjja	hawa	None	384	h   a   w   a	hawa-		h   a   w   a	C 0 0 V 0 0 C 0 0 V	389
3602	389	*madurar,amarillo	yellow	Maropa	θawa	None	384	θ   a   w   a	θahuamí	Heath1883	θ   a   w   a	C 0 0 V 0 0 C 0 0 V	389
3599	389	*madurar,amarillo	madurar,amarillo	ProtoTakana	sawa	None	384	s   a   w   a	sawa		s   a   w   a	C 0 0 V 0 0 C 0 0 V	389
3600	389	*madurar,amarillo	(medio) amarillo	Tacana	sawa	None	384	s   a   w   a	sawa-sawa		s   a   w   a	C 0 0 V 0 0 C 0 0 V	389
2522	290	*majillo (palmera)	majillo	Cavinena	makori	None	268	m   a   k   o   r   i	makori		m   a   k   o   r   i	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	290
2520	290	*majillo (palmera)	majillo (palmera)	ProtoTakana	makuri	or *makwuri?	268	m   a   k   u   r   i	makuri		m   a   k   u   r   i	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	290
2521	290	*majillo (palmera)	majillo (palmera)	Tacana	makuri	None	268	m   a   k   u   r   i	makuri		m   a   k   u   r   i	C 0 0 V 0 0 C 0 0 V 0 0 C 0 0 V	290
1916	224	*mandíbula	chin	Mabenaro	tawi	None	184	t   a   w   i	ithawi		t   a   w   i	C 0 0 V 0 0 C 0 0 V	224
1913	224	*mandíbula	mandíbula	ProtoTakana	ʃawi	None	184	ʃ   a   w   i	jawi		ʃ   a   w   i	C 0 0 V 0 0 C 0 0 V	224
1915	224	*mandíbula	jaw	Reyesano	laβi	None	184	l   a   β   i	e-labhi		l   a   β   i	C 0 0 V 0 0 C 0 0 V	224
1914	224	*mandíbula	mandíbula	Tacana	ɽaβi	None	184	ɽ   a   β   i	e-řawi		ɽ   a   β   i	C 0 0 V 0 0 C 0 0 V	224
2665	303	*mano	mano	Araona	me	None	282	m   e	eme		m   e	C 0 0 V	303
2691	303	*mano	mano derecha	Huarayo	me	None	282	m   e	e-mé bañenei		m   e	C 0 0 V	303
2661	303	*mano	hand	Maropa	me	None	282	m   e	eme	Heath1883	m   e	C 0 0 V	303
2663	303	*mano	mano	Sapibokona	me	None	282	m   e	emè		m   e	C 0 0 V	303
