# Wordlist

# DATA
ID	DOCULECT	CONCEPT_NAME	CONCEPT	TOKENS	FORM	COGID	ALIGNMENT
2451	Korubo	species of jaguar	None	k a m u n	kamun	73	k a m u n
2448	Marinawa	breeding, domestic animal	None	k a m a ~	kámã	73	k a m a ~
2435	Marubo	breeding, domestic animal	None	k a m a ~	kaˈmã	73	k a m a ~
2452	Matis	species of jaguar	None	k a m u n	kamun	73	k a m u n
2453	Mayoruna	species of jaguar	None	k a m u n	ka.ˈmun	73	k a m u n
2450	Poyanawa	species of jaguar	None	k a m a	kãma	73	k a m a -
2431	Proto-Panoan	species of jaguar	None	k a m a r	kamar	73	k a m a r
2442	Shanenawa	species of jaguar	None	k a m a n	kaman	73	k a m a n
2440	Sharanawa	species of jaguar	None	k a m a n	kaman	73	k a m a n
2433	ShipiboKonibo	species of jaguar	None	k a m a ~	kamã́	73	k a m a ~
2449	Yawanawa	species of jaguar	None	k a m a n	kaman	73	k a m a n
2462	Amawaka	species of snake	None	k a m o x	kamox_I	74	k a - m o x -
2458	Chakobo	species of snake	None	k a m o a	kaˈmoa	74	k a - m o - a
2455	Kakataibo	species of snake	None	k a m o ʂ	kamóʂ	74	k a - m o ʂ -
2457	Kapanawa	species of snake	None	k a ʔ m o ʂ	kaʔmoʂ	74	k a ʔ m o ʂ -
2463	Kaxinawa	species of snake	None	k a m u ʂ	kamuʂ	74	k a - m u ʂ -
2464	Marinawa	species of snake	None	k a m o ʃ ɨ	kámoʃɨ	74	k a - m o ʃ ɨ
2454	Proto-Panoan	species of snake	None	k a ʔ m o ʂ	kaʔmoʂ	74	k a ʔ m o ʂ -
2460	Sharanawa	species of snake	None	k a m o ʂ ɨ	kamoʂɨ	74	k a - m o ʂ ɨ
2456	ShipiboKonibo	species of snake	None	k a m o ʂ	kamóʂ	74	k a - m o ʂ -
2459	Yaminawa	species of snake	None	k a m o ʂ	kamoʂ	74	k a - m o ʂ -
2476	Amawaka	species of arara	None	k a n a	kana_I	75	k a n a
2471	Chakobo	species of arara	None	k a n a	kana	75	k a n a
2467	Kakataibo	species of arara	None	k a n a	kana	75	k a n a
2469	Kapanawa	species of arara	None	k a n a	kana	75	k a n a
2475	Katukina	species of arara	None	k a n a	kaˈnaʔ	75	k a n a
2472	Kaxarari	species of arara	None	k a l a	kaˈla	75	k a l a
2477	Kaxinawa	species of arara	None	k a n a	kana	75	k a n a
2478	Marinawa	species of arara	None	k a n a	kana	75	k a n a
2470	Marubo	species of arara	None	k a n a	kana	75	k a n a
2479	Mayoruna	species of arara	None	k a n a	kana	75	k a n a
2466	Proto-Panoan	species of arara	None	k a r a	kara	75	k a r a
2473	Sharanawa	species of arara	None	k a n a	kana	75	k a n a
2468	ShipiboKonibo	species of arara	None	k a n a	kana	75	k a n a
2641	Amawaka	back (body-part prefix)	None	k a	ká-tɨ-xáo	85	k a
2636	Chakobo	back (body-part prefix)	None	k a	ˈka-ʂo	85	k a
2640	Katukina	back (body-part prefix)	None	k a	ka-ʃu	85	k a
2638	Kaxarari	back (body-part prefix)	None	k a	kaʃaˈho	85	k a
2642	Kaxinawa	back (body-part prefix)	None	k a	ka-ʂaʂu	85	k a
2644	Marinawa	back (body-part prefix)	None	k a	ká-ʂáʂó	85	k a
2635	Marubo	back (body-part prefix)	None	k a	kaʃo	85	k a
2647	Mayoruna	back (body-part prefix)	None	k a	kaˈʂu	85	k a
2637	Poyanawa	back (body-part prefix)	None	k a	kahku	85	k a
2631	Proto-Panoan	back (body-part prefix)	None	k a	ka-	85	k a
2639	Sharanawa	back (body-part prefix)	None	k a	ka-tɨ-ʂao	85	k a
2633	ShipiboKonibo	back (body-part prefix)	None	k a	ka-ʂo	85	k a
2667	Amawaka	bowl, plate	None	k ɨ ~ tʃ a	kɨt̃_ʃa_I	87	k ɨ ~ tʃ a -
2662	Kakataibo	bowl, plate	None	k ɨ ~ tʃ a	kɨ̃tʃá	87	k ɨ ~ tʃ a -
2664	Kapanawa	bowl, plate	None	k ɨ n tʃ a	kɨntʃá	87	k ɨ n tʃ a -
2668	Kaxinawa	bowl, plate	None	k ɨ ~ tʃ a	kɨ̃tʃa	87	k ɨ ~ tʃ a -
2669	Marinawa	bowl, plate	None	k ɨ tʃ a ~	kɨ́tʃã	87	k ɨ - tʃ a ~
2661	Proto-Panoan	bowl, plate	None	k ɨ ~ tʃ a n	kɨt̃_ʃa[C]	87	k ɨ ~ tʃ a n
2665	Sharanawa	bowl, plate	None	k ɨ tʃ a n	kɨtʃan	87	k ɨ - tʃ a n
2663	ShipiboKonibo	bowl, plate	None	k ɨ ~ tʃ a	kɨ̃tʃá	87	k ɨ ~ tʃ a -
2714	Amawaka	type of pot	None	k ɨ t i	kɨ̃tii_I	92	k ɨ t i -
2709	Chaninawa	type of pot	None	k ɨ t i	kɨti	92	k ɨ t i -
2706	Kakataibo	type of pot	None	k ɨ t i	manɨ_kɨ̃ti	92	k ɨ t i -
2708	Kapanawa	type of pot	None	k ɨ n.t i	kɨntí	92	k ɨ n.t i -
2716	Kaxinawa	type of pot	None	k ɨ t i	kɨt̃_i	92	k ɨ t i -
2718	Marinawa	type of pot	None	k ɨ t ɨ	kɨ́tɨ	92	k ɨ t ɨ -
2705	Proto-Panoan	type of pot	None	k ɨ t i n	kɨt̃_i[C]	92	k ɨ t i n
2713	Shanenawa	type of pot	None	k ɨ t ɨ	kɨtɨ	92	k ɨ t ɨ -
2711	Sharanawa	type of pot	None	k ɨ t i n	kɨtin	92	k ɨ t i n
2707	ShipiboKonibo	type of pot	None	k ɨ t i	kɨt̃_í	92	k ɨ t i -
2719	Yawanawa	type of pot	None	k ɨ t i	kɨti	92	k ɨ t i -
2746	Amawaka	locative ablative suffix	None	k i	-ki	94	k i
2742	Chakobo	locative ablative suffix	None	k i	-ki	94	k i
2736	Kakataibo	locative ablative suffix	None	k i	-mi-ki	94	k i
2739	Kapanawa	locative ablative suffix	None	k i	-_ki	94	k i
2743	Kaxarari	locative ablative suffix	None	k i	-ki	94	k i
2747	Kaxinawa	locative ablative suffix	None	k i	-ki	94	k i
2740	Marubo	locative ablative suffix	None	k i	-kirí	94	k i
2735	Proto-Panoan	locative ablative suffix	None	k i	-ki	94	k i
2745	Shanenawa	locative ablative suffix	None	k i	-kiɾi	94	k i
2738	ShipiboKonibo	locative ablative suffix	None	k i	-ki	94	k i
2744	Yaminawa	locative ablative suffix	None	k i	-ki	94	k i
2802	Amawaka	smoke	None	k o ʔ i ~	kõʔĩ	97	k o ʔ i ~
2791	Chakobo	smoke	None	k o ʔ i n	koˈʔini	97	k o ʔ i n
2796	Chaninawa	smoke	None	k o i n	koin	97	k o - i n
2786	Kakataibo	smoke	None	k o i	koi	97	k o - i -
2789	Kapanawa	smoke	None	k o ʔ i n	koʔín	97	k o ʔ i n
2800	Katukina	smoke	None	k u i n	kuin	97	k u - i n
2794	Kaxarari	smoke	None	kʷ a n	kwaˈni	97	kʷ a - - n
2803	Kaxinawa	smoke	None	k u i ~	kũĩ	97	k u - i ~
2805	Korubo	smoke	None	kʷ a i n	kwain	97	kʷ a - i n
2804	Marinawa	smoke	None	k o i ~	kṍĩ	97	k o - i ~
2790	Marubo	smoke	None	k o i ~	koĩ	97	k o - i ~
2806	Matis	smoke	None	kʷ a i n	kuain	97	kʷ a - i n
2801	Poyanawa	smoke	None	k u i ~	kũĩ	97	k u - i ~
2785	Proto-Panoan	smoke	None	kʷ a ʔ i n	kwaʔin	97	kʷ a ʔ i n
2799	Shanenawa	smoke	None	k u i n	kuin	97	k u - i n
2797	Sharanawa	smoke	None	k o i n	koin	97	k o - i n
2788	ShipiboKonibo	smoke	None	k o i ~	koĩ	97	k o - i ~
2878	Amawaka	ingest soft food	None	k o k o	kókokín	106	k o k o
2869	Kakataibo	ingest soft food	None	k o	ko-	106	k o - -
2879	Kaxinawa	ingest soft food	None	k u k u	kuku-	106	k u k u
2881	Korubo	ingest soft food	None	k u k a	kutkai	106	k u k a
2882	Mayoruna	ingest soft food	None	k u k	kuk	106	k u k -
2868	Proto-Panoan	ingest soft food	None	k o k o	koko-	106	k o k o
2873	Sharanawa	ingest soft food	None	k o k o	kokoi	106	k o k o
2870	ShipiboKonibo	ingest soft food	None	k o k o	kókoti	106	k o k o
2909	Amawaka	species of funghi	None	k o n o	kono_I	109	k o n o
2906	Chakobo	species of funghi	None	k o n o	kono	109	k o n o
2902	Kakataibo	species of funghi	None	k u n u	kunu	109	k u n u
2905	Kapanawa	species of funghi	None	k o n o	kono	109	k o n o
2910	Kaxinawa	species of funghi	None	k u n u	kunu	109	k u n u
2911	Marinawa	species of funghi	None	k o n o	konoa	109	k o n o
2901	Proto-Panoan	species of funghi	None	k o rⁿ o	ko[n]o	109	k o rⁿ o
2907	Sharanawa	species of funghi	None	k o n o	kono	109	k o n o
2904	ShipiboKonibo	species of funghi	None	k o n o	kono	109	k o n o
2938	Amawaka	value	None	k o p i	kopi	111	k o p i
2934	Chakobo	value	None	k o p i	kopi	111	k o p i
2929	Kakataibo	value	None	k o p i	kopí	111	k o p i
2932	Kapanawa	value	None	k o p i	kopí	111	k o p i
2940	Kaxinawa	value	None	k u p i	kupi-	111	k u p i
2941	Marinawa	value	None	k o p i	kopi-	111	k o p i
2928	Proto-Panoan	value	None	k o p i	kopi	111	k o p i
2936	Sharanawa	value	None	k o p i	kopi	111	k o p i
2931	ShipiboKonibo	value	None	k o p i	kopí-	111	k o p i
2935	Yaminawa	value	None	k o p i	kopi-kĩ	111	k o p i
2942	Yawanawa	value	None	k u p i	kupi-	111	k u p i
2955	Yawanawa	night, dark	None	k u r u	kuru	112	k u r u
2979	Amawaka	cujubim	None	k o x o	koxo_I	116	k o x o
2975	Chakobo	cujubim	None	k o ʂ o	koʂo	116	k o ʂ o
2971	Kakataibo	cujubim	None	k o ʂ o	koʂo	116	k o ʂ o
2973	Kapanawa	cujubim	None	k o ʂ o	koʂo	116	k o ʂ o
2978	Katukina	cujubim	None	k u ʃ u	kuʃu	116	k u ʃ u
2980	Kaxinawa	cujubim	None	k u ʂ u	kuʂu	116	k u ʂ u
2983	Korubo	cujubim	None	k u ʃ u	kuʃu	116	k u ʃ u
2981	Marinawa	cujubim	None	k o ʂ o	koʂo	116	k o ʂ o
2974	Marubo	cujubim	None	k o ʃ o	koʃo	116	k o ʃ o
2984	Matis	cujubim	None	k u ʂ u	kuʂu	116	k u ʂ u
2985	Mayoruna	cujubim	None	k u ʂ u	kuˈʂu	116	k u ʂ u
2970	Proto-Panoan	cujubim	None	k o ʂ o	koʂo	116	k o ʂ o
2976	Sharanawa	cujubim	None	k o ʂ o	koʂo	116	k o ʂ o
2972	ShipiboKonibo	cujubim	None	k o ʂ o	koʂo	116	k o ʂ o
2982	Yawanawa	cujubim	None	k u ʃ u	kuʃu	116	k u ʃ u
2995	Amawaka	verbal causative suffix	None	m a	-ma-	117	m a
2991	Chakobo	verbal causative suffix	None	m a	-ma-	117	m a
2987	Kakataibo	verbal causative suffix	None	m i	-mi-	117	m i
2989	Kapanawa	verbal causative suffix	None	m a	-ma-	117	m a
2996	Kaxinawa	verbal causative suffix	None	m a	-ma-	117	m a
2999	Korubo	verbal causative suffix	None	m e	-me	117	m e
2997	Marinawa	verbal causative suffix	None	m a	-ma-	117	m a
2990	Marubo	verbal causative suffix	None	m a	-ma	117	m a
3000	Matis	verbal causative suffix	None	m e	-me	117	m e
3001	Mayoruna	verbal causative suffix	None	m e	-me	117	m e
2986	Proto-Panoan	verbal causative suffix	None	m a	-m[a]-	117	m a
2994	Shanenawa	verbal causative suffix	None	m a	-ma	117	m a
2993	Sharanawa	verbal causative suffix	None	m a	-ma-	117	m a
2988	ShipiboKonibo	verbal causative suffix	None	m a	-ma-	117	m a
2992	Yaminawa	verbal causative suffix	None	m a	-ma	117	m a
2998	Yawanawa	verbal causative suffix	None	m a	-ma	117	m a
3015	Yawanawa	earth	None	m a tʃ i	matʃi	118	m a - tʃ i
3023	Amawaka	species of fish	None	m a ʔ i ~	mãʔĩ	119	m a ʔ i ~
3018	Kakataibo	species of fish	None	m a i ~	maĩ	119	m a - i ~
3024	Kaxinawa	species of fish	None	m a i	mai	119	m a - i -
3025	Marinawa	species of fish	None	m a i ~	mã́ĩ	119	m a - i ~
3017	Proto-Panoan	species of fish	None	m a ʔ i r	maʔi[r]	119	m a ʔ i r
3021	Sharanawa	species of fish	None	m a i n	main	119	m a - i n
3019	ShipiboKonibo	species of fish	None	m a i ~	maĩ	119	m a - i ~
3084	Amawaka	earth	None	m a i	maí_I	123	m a i
3075	Chakobo	earth	None	m a i	mai	123	m a i
3078	Chaninawa	earth	None	b a i	bai	123	b a i
3070	Kakataibo	earth	None	m e e	mee	123	m e e
3073	Kapanawa	earth	None	m a i	mai	123	m a i
3082	Katukina	earth	None	m a i	mai	123	m a i
3076	Kaxarari	earth	None	m a i	maˈwi	123	m a i
3085	Kaxinawa	earth	None	m a i	mai	123	m a i
3086	Marinawa	earth	None	m a i	mai	123	m a i
3074	Marubo	earth	None	m a i	Mai	123	m a i
3083	Poyanawa	earth	None	b a i	bay	123	b a i
3069	Proto-Panoan	earth	None	m a i	mai	123	m a i
3081	Shanenawa	earth	None	m a i	mai	123	m a i
3079	Sharanawa	earth	None	m a i	mai	123	m a i
3072	ShipiboKonibo	earth	None	m a i	mai	123	m a i
3077	Yaminawa	earth	None	m a i	mai	123	m a i
3087	Yawanawa	earth	None	m a i	mai	123	m a i
3094	Amawaka	on earth	None	m a i ~	mãĩ	124	m a i ~
3093	Chakobo	on earth	None	m a i	mai	124	m a i -
3089	Kakataibo	on earth	None	m e e ~	meẽ́	124	m e e ~
3091	Kapanawa	on earth	None	m a i n	maín	124	m a i n
3095	Kaxinawa	on earth	None	m a i ~	mãĩ	124	m a i ~
3092	Marubo	on earth	None	m a i ~	maˈĩ	124	m a i ~
3088	Proto-Panoan	on earth	None	m a i rⁿ	mai[n]	124	m a i rⁿ
3090	ShipiboKonibo	on earth	None	m a i ~	maĩ	124	m a i ~
3158	Amawaka	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3152	Chakobo	piranha	None	m a k ɨ	mákɨ	130	m a k ɨ
3146	Kakataibo	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3150	Kapanawa	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3157	Katukina	piranha	None	m a k ɨ	maˈkɨʔ	130	m a k ɨ
3153	Kaxarari	piranha	None	m a k a	ˈmaka	130	m a k a
3160	Kaxinawa	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3161	Marinawa	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3151	Marubo	piranha	None	m a k ɨ	ˈmakɨ	130	m a k ɨ
3163	Mayoruna	piranha	None	m a k ɨ	maˈkɨ	130	m a k ɨ
3145	Proto-Panoan	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3156	Shanenawa	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3154	Sharanawa	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3148	ShipiboKonibo	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3162	Yawanawa	piranha	None	m a k ɨ	makɨ	130	m a k ɨ
3179	Marubo	earth	None	m a n a ~	manã	132	m a n a ~
3211	Amawaka	species of plant	None	m a n i	manĩʔá_I	134	m a n i
3202	Chakobo	species of plant	None	m a n i	mani	134	m a n i
3204	Chaninawa	species of plant	None	m a n i	mania	134	m a n i
3199	Kapanawa	species of plant	None	m a n i	mani	134	m a n i
3209	Katukina	species of plant	None	m a n i	mani	134	m a n i
3212	Kaxinawa	species of plant	None	m a n i	mani	134	m a n i
3213	Marinawa	species of plant	None	m a n i	mã́nĩã	134	m a n i
3200	Marubo	species of plant	None	m a n i	mani	134	m a n i
3215	Mayoruna	species of plant	None	m a n i	maˈni	134	m a n i
3210	Poyanawa	species of plant	None	m a ~.d i	mãdĩ	134	m a ~.d i
3196	Proto-Panoan	species of plant	None	m a rⁿ i	ma[n]i	134	m a rⁿ i
3205	Sharanawa	species of plant	None	m a n i	mani	134	m a n i
3197	ShipiboKonibo	species of plant	None	m a n i	mani	134	m a n i
3203	Yaminawa	species of plant	None	m a n i	mani	134	m a n i
3214	Yawanawa	species of plant	None	m a n i	manĩa	134	m a n i
3271	Amawaka	head	None	m a p o	mapo	139	m a p o
3261	Chakobo	head	None	m a p o	mápo	139	m a p o
3264	Chaninawa	head	None	b a p o	bapo	139	b a p o
3257	Kakataibo	head	None	m a p o	mapoʂɔɔ	139	m a p o
3259	Kapanawa	head	None	m a p o	mapo	139	m a p o
3269	Katukina	head	None	m a p u	mapu	139	m a p u
3272	Kaxinawa	head	None	m a p u	mapu	139	m a p u
3273	Marinawa	head	None	m a p o	mápó	139	m a p o
3260	Marubo	head	None	m a p o	ˈmapo	139	m a p o
3270	Poyanawa	head	None	b a p u	bapu	139	b a p u
3256	Proto-Panoan	head	None	m a p o	mapo	139	m a p o
3268	Shanenawa	head	None	m a p u	mapu	139	m a p u
3266	Sharanawa	head	None	m a p o	mapo	139	m a p o
3258	ShipiboKonibo	head	None	m a p o	mapo	139	m a p o
3262	Yaminawa	head	None	m a p o	mapo	139	m a p o
3274	Yawanawa	head	None	m a p u	mapu	139	m a p u
3288	Amawaka	clay, dust	None	m a p o	mápoo	140	m a p o -
3280	Chakobo	clay, dust	None	m a p o	ˈmapo	140	m a p o -
3284	Chaninawa	clay, dust	None	b a p o	bapo	140	b a p o -
3276	Kakataibo	clay, dust	None	m a p o	mapó	140	m a p o -
3279	Kapanawa	clay, dust	None	m a p o	mapó	140	m a p o -
3291	Kaxinawa	clay, dust	None	m a p u	mapu	140	m a p u -
3292	Marinawa	clay, dust	None	m a p o	mápo	140	m a p o -
3293	Mayoruna	fire powder	None	a p u k	isisapuk	140	- a p u k
3275	Proto-Panoan	clay, dust	None	m a p o k	mapok	140	m a p o k
3287	Shanenawa	clay, dust	None	m a p u	mapu	140	m a p u -
3285	Sharanawa	clay, dust	None	m a p o	mapo	140	m a p o -
3277	ShipiboKonibo	clay, dust	None	m a p o	mapó	140	m a p o -
3295	Kakataibo	species of plant	None	m a r a ʂ	maráʂ	141	m a r a ʂ
3297	Kapanawa	species of plant	None	m a r a ʂ	maráʂ	141	m a r a ʂ
3298	Mayoruna	species of plant	None	m a d a ʂ	madaështe	141	m a d a ʂ
3294	Proto-Panoan	species of plant	None	m a ɽ a ʂ	maɽaʂ	141	m a ɽ a ʂ
3296	ShipiboKonibo	species of plant	None	m a r a ʂ	maráʂ	141	m a r a ʂ
3325	Amawaka	species of gourd	None	m a s ɨ ~	mãsɨ̃	143	m a s ɨ ~
3319	Kakataibo	species of gourd	None	m a s ɨ ~	masɨ̃	143	m a s ɨ ~
3321	Kapanawa	species of gourd	None	m a ʂ ɨ n	maʂɨn	143	m a ʂ ɨ n
3326	Marinawa	species of gourd	None	m a ʂ ɨ	máʂɨ	143	m a ʂ ɨ -
3322	Marubo	species of gourd	None	m a s ɨ ~	mãˈsɨ̃	143	m a s ɨ ~
3327	Matis	species of gourd	None	m a s ɨ n	masɨn	143	m a s ɨ n
3318	Proto-Panoan	species of gourd	None	m a s ɨ rⁿ	masɨ[n]	143	m a s ɨ rⁿ
3323	Sharanawa	species of gourd	None	m a s ɨ	masɨ	143	m a s ɨ -
3320	ShipiboKonibo	species of gourd	None	m a s ɨ ~	masɨ̃	143	m a s ɨ ~
3367	Kakataibo	head	None	m a ʂ k a	maʂká	147	m a ʂ k a -
3403	Matis	head	None	m a ʂ o	maʂo	150	m a - ʂ o
3413	Amawaka	to hit oneself's head	None	m a t a s	matas-	151	m a t a s
3411	Chakobo	to hit oneself's head	None	m a t a x	mataxkin	151	m a t a x
3406	Kakataibo	to hit oneself's head	None	m a t a s	matás-	151	m a t a s
3410	Kapanawa	to hit oneself's head	None	m a t a s	matas-kin	151	m a t a s
3414	Kaxinawa	to hit oneself's head	None	m a t a s	matas_ak	151	m a t a s
3415	Korubo	to hit oneself's head	None	m a t ɨ ʃ	matɨʃ-ante	151	m a t ɨ ʃ
3416	Mayoruna	to hit oneself's head	None	m a t a s	maˈtas	151	m a t a s
3405	Proto-Panoan	to hit oneself's head	None	m a t a s	matas	151	m a t a s
3407	ShipiboKonibo	to hit oneself's head	None	m a t a s	matás-	151	m a t a s
3412	Yaminawa	to hit oneself's head	None	m a t a ʂ	ma-taʂ	151	m a t a ʂ
3426	Amawaka	species of ant	None	m a i s	mais	153	m a - i s
3425	Chakobo	species of ant	None	m a w i s	mawiso	153	m a w i s
3422	Kakataibo	species of ant	None	m a i s	maís	153	m a - i s
3427	Kaxinawa	species of ant	None	m a i s	mais	153	m a - i s
3428	Marinawa	species of ant	None	m a w i s	máwisi	153	m a w i s
3429	Matis	species of ant	None	m a w e s	mawes	153	m a w e s
3430	Mayoruna	species of ant	None	m a w e s	maˈwes	153	m a w e s
3421	Proto-Panoan	species of ant	None	m a w i s	mawis	153	m a w i s
3424	ShipiboKonibo	species of ant	None	m a w i s	mawís	153	m a w i s
3467	Amawaka	to wet, wet	None	m ɨ tʃ a	mɨtʃa-_I	156	m ɨ - tʃ a
3460	Chakobo	to wet, wet	None	tʃ a	tʃaaʂ-	156	- - - tʃ a
3462	Chaninawa	to wet, wet	None	m ɨ tʃ a	mɨtʃa	156	m ɨ - tʃ a
3456	Kakataibo	to wet, wet	None	tʃ a	tʃaβá-	156	- - - tʃ a
3458	Kapanawa	to wet, wet	None	m ɨ ʔ tʃ a	mɨʔtʃa	156	m ɨ ʔ tʃ a
3466	Katukina	to wet, wet	None	m ɨ tʃ a	mɨtʃa-ai	156	m ɨ - tʃ a
3469	Kaxinawa	to wet, wet	None	m ɨ tʃ a	mɨtʃa	156	m ɨ - tʃ a
3471	Marinawa	to wet, wet	None	m ɨ tʃ a	mɨtʃa	156	m ɨ - tʃ a
3459	Marubo	to wet, wet	None	m ɨ tʃ a	mɨˈtʃaka	156	m ɨ - tʃ a
3455	Proto-Panoan	to wet, wet	None	m ɨ ʔ tʃ a	mɨʔtʃa-	156	m ɨ ʔ tʃ a
3465	Shanenawa	to wet, wet	None	m u tʃ i	mutʃia	156	m u - tʃ i
3464	Sharanawa	to wet, wet	None	m ɨ tʃ a	mɨtʃa	156	m ɨ - tʃ a
3457	ShipiboKonibo	to wet, wet	None	m ɨ tʃ a	mɨtʃá	156	m ɨ - tʃ a
3461	Yaminawa	to wet, wet	None	m ɨ tʃ a	mɨtʃakai	156	m ɨ - tʃ a
3570	Amawaka	clay pit	None	m ɨ ɨ	mɨɨ	165	m ɨ - ɨ
3567	Kakataibo	clay pit	None	m ɨ ɨ	mɨɨ	165	m ɨ - ɨ
3569	Kapanawa	clay pit	None	m ɨ w ɨ	mɨwɨ	165	m ɨ w ɨ
3571	Kaxinawa	clay pit	None	m ɨ w ɨ	mɨwɨ	165	m ɨ w ɨ
3573	Korubo	clay pit	None	m ɨ w ɨ	mɨwɨ	165	m ɨ w ɨ
3572	Marinawa	clay pit	None	m i w ɨ	miwɨ	165	m i w ɨ
3574	Matis	clay pit	None	m ɨ w ɨ	mɨwɨ	165	m ɨ w ɨ
3566	Proto-Panoan	clay pit	None	m ɨ w ɨ	mɨwɨ	165	m ɨ w ɨ
3568	ShipiboKonibo	clay pit	None	m ɨ w ɨ	mɨwɨ	165	m ɨ w ɨ
3613	Amawaka	pamonha	None	m i s i	misi	168	m i s i
3609	Chakobo	pamonha	None	m i s i	misi	168	m i s i
3607	Kakataibo	pamonha	None	m ɨ s i	mɨsi	168	m ɨ s i
3614	Kaxinawa	pamonha	None	m i s i	misi	168	m i s i
3615	Marinawa	pamonha	None	m i s i	mísí	168	m i s i
3606	Proto-Panoan	pamonha	None	m ɨ s i	mɨsi	168	m ɨ s i
3612	Shanenawa	pamonha	None	m i s i	misi	168	m i s i
3610	Sharanawa	pamonha	None	m i s i	misi	168	m i s i
3608	ShipiboKonibo	pamonha	None	m i s i	misi	168	m i s i
3631	Amawaka	poison, bitter	None	m o k a	moka_I	170	m o k a
3628	Chakobo	poison, bitter	None	m o k a	moka	170	m o k a
3629	Chaninawa	poison, bitter	None	b o k a	boka	170	b o k a
3624	Kakataibo	poison, bitter	None	m o k a	moka	170	m o k a
3626	Kapanawa	poison, bitter	None	m o k a	moka	170	m o k a
3632	Kaxinawa	poison, bitter	None	m u k a	muka	170	m u k a
3633	Marinawa	poison, bitter	None	m o k a	moka	170	m o k a
3627	Marubo	poison, bitter	None	m o k a	moka	170	m o k a
3623	Proto-Panoan	poison, bitter	None	m o k a	moka	170	m o k a
3630	Sharanawa	poison, bitter	None	m o k a	moka	170	m o k a
3625	ShipiboKonibo	poison, bitter	None	m o k a	moka	170	m o k a
3667	Amawaka	species of monkey	None	n a ʔ i	nãʔi	174	n a ʔ i -
3663	Kapanawa	species of monkey	None	n a ʔ i n	naʔín	174	n a ʔ i n
3666	Katukina	species of monkey	None	n a i n	nain	174	n a - i n
3665	Kaxarari	species of monkey	None	n a l i	naˈli	174	n a l i -
3668	Kaxinawa	species of monkey	None	n a i	nãi	174	n a - i -
3669	Marinawa	species of monkey	None	n a i	nãi	174	n a - i -
3664	Marubo	species of monkey	None	n a i	[ˈnaj̃]	174	n a - i -
3670	Mayoruna	species of monkey	None	n a i	ˈnay	174	n a - i -
3661	Proto-Panoan	species of monkey	None	n a ʔ i r	naʔir	174	n a ʔ i r
3662	ShipiboKonibo	species of monkey	None	n a i	nai	174	n a - i -
3699	Amawaka	species of mosquito	None	n a k a	naká_I	176	n a k a
3696	Chakobo	species of mosquito	None	n a k a	naka	176	n a k a
3692	Kakataibo	species of mosquito	None	n a kʷ a	nakwa	176	n a kʷ a
3694	Kapanawa	species of mosquito	None	n a k a	naka	176	n a k a
3700	Kaxinawa	species of mosquito	None	n a k a	naka	176	n a k a
3701	Marinawa	species of mosquito	None	n a k a	naka	176	n a k a
3695	Marubo	species of mosquito	None	n a k a	naka	176	n a k a
3691	Proto-Panoan	species of mosquito	None	rⁿ a kʷ a	[n]akwa	176	rⁿ a kʷ a
3697	Sharanawa	species of mosquito	None	n a k a	naka	176	n a k a
3693	ShipiboKonibo	species of mosquito	None	n a k a	naka	176	n a k a
3801	Amawaka	to put inside, to dive	None	n a n ɨ	nanɨ-	183	n a n ɨ
3793	Chakobo	to put inside, to dive	None	n a n ɨ	nanɨ-	183	n a n ɨ
3789	Kakataibo	to put inside, to dive	None	n a n ɨ	nanɨ-	183	n a n ɨ
3792	Kapanawa	to put inside, to dive	None	n a n ɨ	nanɨ-	183	n a n ɨ
3800	Katukina	to put inside, to dive	None	n a n ɨ	nanɨ	183	n a n ɨ
3794	Kaxarari	to put inside, to dive	None	n a m ɨ	namɨ	183	n a m ɨ
3802	Kaxinawa	to put inside, to dive	None	n a n ɨ	nanɨ-	183	n a n ɨ
3804	Korubo	to put inside, to dive	None	n a n	nɨnan	183	n a n -
3803	Marinawa	to put inside, to dive	None	n a n ɨ	nánɨ́́	183	n a n ɨ
3791	Marubo	to put inside, to dive	None	n a n ɨ	nanɨ	183	n a n ɨ
3805	Mayoruna	to put inside, to dive	None	n a n	nan	183	n a n -
3788	Proto-Panoan	to put inside, to dive	None	n a n ɨ	nan[ɨ]-	183	n a n ɨ
3799	Shanenawa	to put inside, to dive	None	n a n ɨ	nanɨ	183	n a n ɨ
3797	Sharanawa	to put inside, to dive	None	n a n ɨ	nanɨi	183	n a n ɨ
3790	ShipiboKonibo	to put inside, to dive	None	n a n ɨ	nanɨ-	183	n a n ɨ
3795	Yaminawa	to put inside, to dive	None	n a n ɨ	nánɨ́	183	n a n ɨ
3893	Amawaka	abandoned rock	None	n a ɨ	naɨ_I	190	n a - ɨ
3891	Chakobo	abandoned rock	None	n a w ɨ	nawɨ	190	n a w ɨ
